Categoría,Producto,Presentación,anio,mes,Fecha_mes,cantidad_total_mes,num_pedidos,num_clientes
Leche,Leche semidescremada,Individual,2024,8,2024-08-01,8911,15,10
Leche,Leche semidescremada,Litro,2024,8,2024-08-01,2634,7,7
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,8,2024-08-01,21212,38,19
Mantequilla,Mantequilla con sal,Paquete 454g,2024,8,2024-08-01,27891,57,19
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,8,2024-08-01,22905,45,17
Otros,Cuajada,Envase 250g,2024,8,2024-08-01,21621,35,17
Otros,Dulce de leche,Frasco 250g,2024,8,2024-08-01,15441,32,15
Otros,Helado,Barra individual,2024,8,2024-08-01,10958,21,12
Otros,Helado,Tarrina 500ml,2024,8,2024-08-01,12172,27,16
Otros,Suero de leche,Botella 1L,2024,8,2024-08-01,20424,38,19
Quesos,Queso azul gorgonzola,Cuña 150g,2024,8,2024-08-01,4362,10,5
Quesos,Queso azul roquefort,Cuña 150g,2024,8,2024-08-01,5408,10,8
Quesos,Queso blanco,Bloque 500g,2024,8,2024-08-01,4755,10,8
Quesos,Queso brie,Cuña 200g,2024,8,2024-08-01,8238,18,12
Quesos,Queso camembert,Cuña 200g,2024,8,2024-08-01,6678,11,11
Quesos,Queso cheddar añejo,Bloque 300g,2024,8,2024-08-01,2691,9,6
Quesos,Queso edam,Bloque 300g,2024,8,2024-08-01,7266,13,9
Quesos,Queso en lonchas,Paquete 200g,2024,8,2024-08-01,5959,11,10
Quesos,Queso gouda,Bloque 300g,2024,8,2024-08-01,4976,8,6
Quesos,Queso gruyere,Bloque 300g,2024,8,2024-08-01,3297,6,5
Quesos,Queso havarti,Bloque 200g,2024,8,2024-08-01,5115,8,6
Quesos,Queso mozzarella,Paquete 200g,2024,8,2024-08-01,1307,3,3
Quesos,Queso para untar,Tarrina 250g,2024,8,2024-08-01,3816,7,5
Quesos,Queso parmesano,Rallado 150g,2024,8,2024-08-01,5502,8,6
Quesos,Queso ricota,Envase 250g,2024,8,2024-08-01,5574,9,8
Yogur,Kumis,Botella 1L,2024,8,2024-08-01,16415,34,16
Yogur,Yogur con frutas,Individual,2024,8,2024-08-01,19994,37,15
Yogur,Yogur griego,Individual,2024,8,2024-08-01,13583,32,17
Yogur,Yogur natural,Familiar 1L,2024,8,2024-08-01,6722,13,9
Yogur,Yogur natural,Individual,2024,8,2024-08-01,6890,14,13
Cremas,Crema agria,Tarrina 200g,2024,9,2024-09-01,15494,33,15
Cremas,Crema batida,Spray 250ml,2024,9,2024-09-01,8828,21,12
Cremas,Crema de leche,Cartón 946ml,2024,9,2024-09-01,14080,32,16
Cremas,Queso crema,Tarrina 250g,2024,9,2024-09-01,15734,34,19
Leche,Bebidas lácteas,Botella 1L,2024,9,2024-09-01,2015,5,4
Leche,Bebidas lácteas,Botella 500ml,2024,9,2024-09-01,5416,9,7
Leche,Leche condensada,Lata 397g,2024,9,2024-09-01,9180,18,13
Leche,Leche descremada,Individual,2024,9,2024-09-01,3342,8,7
Leche,Leche descremada,Litro,2024,9,2024-09-01,4078,9,7
Leche,Leche deslactosada,Individual,2024,9,2024-09-01,3534,10,9
Leche,Leche deslactosada,Litro,2024,9,2024-09-01,5434,12,10
Leche,Leche en polvo,Bolsa 400g,2024,9,2024-09-01,6060,13,8
Leche,Leche en polvo,Bolsa 800g,2024,9,2024-09-01,1574,2,2
Leche,Leche entera,Galón,2024,9,2024-09-01,4350,8,6
Leche,Leche entera,Individual,2024,9,2024-09-01,780,3,3
Leche,Leche entera,Litro,2024,9,2024-09-01,768,2,2
Leche,Leche evaporada,Lata 354ml,2024,9,2024-09-01,9685,17,12
Leche,Leche saborizada,Botella 500 ml,2024,9,2024-09-01,3546,8,8
Leche,Leche saborizada,Individual,2024,9,2024-09-01,6747,10,7
Leche,Leche semidescremada,Individual,2024,9,2024-09-01,2796,4,4
Leche,Leche semidescremada,Litro,2024,9,2024-09-01,3368,6,5
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,9,2024-09-01,19961,45,17
Mantequilla,Mantequilla con sal,Paquete 454g,2024,9,2024-09-01,22259,47,20
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,9,2024-09-01,28218,49,19
Otros,Cuajada,Envase 250g,2024,9,2024-09-01,16848,30,16
Otros,Dulce de leche,Frasco 250g,2024,9,2024-09-01,19244,45,18
Otros,Helado,Barra individual,2024,9,2024-09-01,9148,14,10
Otros,Helado,Tarrina 500ml,2024,9,2024-09-01,9664,18,13
Otros,Suero de leche,Botella 1L,2024,9,2024-09-01,16212,37,18
Quesos,Queso azul gorgonzola,Cuña 150g,2024,9,2024-09-01,4613,9,7
Quesos,Queso azul roquefort,Cuña 150g,2024,9,2024-09-01,5266,10,8
Quesos,Queso blanco,Bloque 500g,2024,9,2024-09-01,4145,9,9
Quesos,Queso brie,Cuña 200g,2024,9,2024-09-01,7920,14,12
Quesos,Queso camembert,Cuña 200g,2024,9,2024-09-01,3105,8,7
Quesos,Queso cheddar añejo,Bloque 300g,2024,9,2024-09-01,2559,11,9
Quesos,Queso edam,Bloque 300g,2024,9,2024-09-01,5190,12,9
Quesos,Queso en lonchas,Paquete 200g,2024,9,2024-09-01,8888,14,12
Quesos,Queso gouda,Bloque 300g,2024,9,2024-09-01,3876,13,11
Quesos,Queso gruyere,Bloque 300g,2024,9,2024-09-01,3565,5,3
Quesos,Queso havarti,Bloque 200g,2024,9,2024-09-01,2415,5,4
Quesos,Queso mozzarella,Paquete 200g,2024,9,2024-09-01,3038,11,9
Quesos,Queso para untar,Tarrina 250g,2024,9,2024-09-01,4523,8,6
Quesos,Queso parmesano,Rallado 150g,2024,9,2024-09-01,4449,10,7
Quesos,Queso ricota,Envase 250g,2024,9,2024-09-01,4268,10,9
Yogur,Kumis,Botella 1L,2024,9,2024-09-01,16629,30,17
Yogur,Yogur con frutas,Individual,2024,9,2024-09-01,20823,38,17
Yogur,Yogur griego,Individual,2024,9,2024-09-01,13831,29,16
Yogur,Yogur natural,Familiar 1L,2024,9,2024-09-01,9240,17,12
Yogur,Yogur natural,Individual,2024,9,2024-09-01,5335,12,12
Cremas,Crema agria,Tarrina 200g,2024,10,2024-10-01,16539,33,16
Cremas,Crema batida,Spray 250ml,2024,10,2024-10-01,17637,34,15
Cremas,Crema de leche,Cartón 946ml,2024,10,2024-10-01,16586,29,13
Cremas,Queso crema,Tarrina 250g,2024,10,2024-10-01,16231,29,14
Leche,Bebidas lácteas,Botella 1L,2024,10,2024-10-01,6316,15,13
Leche,Bebidas lácteas,Botella 500ml,2024,10,2024-10-01,2189,6,5
Leche,Leche condensada,Lata 397g,2024,10,2024-10-01,9713,17,13
Leche,Leche descremada,Individual,2024,10,2024-10-01,4529,8,8
Leche,Leche descremada,Litro,2024,10,2024-10-01,3543,12,10
Leche,Leche deslactosada,Individual,2024,10,2024-10-01,3280,5,4
Leche,Leche deslactosada,Litro,2024,10,2024-10-01,3821,8,8
Leche,Leche en polvo,Bolsa 400g,2024,10,2024-10-01,2911,8,6
Leche,Leche en polvo,Bolsa 800g,2024,10,2024-10-01,3918,7,6
Leche,Leche entera,Galón,2024,10,2024-10-01,3611,5,5
Leche,Leche entera,Individual,2024,10,2024-10-01,4655,9,7
Leche,Leche entera,Litro,2024,10,2024-10-01,114,2,2
Leche,Leche evaporada,Lata 354ml,2024,10,2024-10-01,5388,15,10
Leche,Leche saborizada,Botella 500 ml,2024,10,2024-10-01,4984,9,7
Leche,Leche saborizada,Individual,2024,10,2024-10-01,5636,10,7
Leche,Leche semidescremada,Individual,2024,10,2024-10-01,2243,5,5
Leche,Leche semidescremada,Litro,2024,10,2024-10-01,3569,9,8
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,10,2024-10-01,28962,54,18
Mantequilla,Mantequilla con sal,Paquete 454g,2024,10,2024-10-01,31778,66,19
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,10,2024-10-01,25861,53,20
Otros,Cuajada,Envase 250g,2024,10,2024-10-01,12908,28,15
Otros,Dulce de leche,Frasco 250g,2024,10,2024-10-01,18226,38,16
Otros,Helado,Barra individual,2024,10,2024-10-01,8126,19,12
Otros,Helado,Tarrina 500ml,2024,10,2024-10-01,7243,14,10
Otros,Suero de leche,Botella 1L,2024,10,2024-10-01,16736,39,17
Quesos,Queso azul gorgonzola,Cuña 150g,2024,10,2024-10-01,4156,9,8
Quesos,Queso azul roquefort,Cuña 150g,2024,10,2024-10-01,1510,4,4
Quesos,Queso blanco,Bloque 500g,2024,10,2024-10-01,2635,7,6
Quesos,Queso brie,Cuña 200g,2024,10,2024-10-01,3265,9,9
Quesos,Queso camembert,Cuña 200g,2024,10,2024-10-01,4758,8,7
Quesos,Queso cheddar añejo,Bloque 300g,2024,10,2024-10-01,4313,8,7
Quesos,Queso edam,Bloque 300g,2024,10,2024-10-01,2919,9,7
Quesos,Queso en lonchas,Paquete 200g,2024,10,2024-10-01,5511,13,10
Quesos,Queso gouda,Bloque 300g,2024,10,2024-10-01,6797,14,10
Quesos,Queso gruyere,Bloque 300g,2024,10,2024-10-01,2515,6,5
Quesos,Queso havarti,Bloque 200g,2024,10,2024-10-01,3974,10,10
Quesos,Queso mozzarella,Paquete 200g,2024,10,2024-10-01,4910,11,7
Quesos,Queso para untar,Tarrina 250g,2024,10,2024-10-01,4047,8,8
Quesos,Queso parmesano,Rallado 150g,2024,10,2024-10-01,4872,9,6
Quesos,Queso ricota,Envase 250g,2024,10,2024-10-01,7320,11,9
Yogur,Kumis,Botella 1L,2024,10,2024-10-01,18961,37,17
Yogur,Yogur con frutas,Individual,2024,10,2024-10-01,13467,29,15
Yogur,Yogur griego,Individual,2024,10,2024-10-01,21752,42,18
Yogur,Yogur natural,Familiar 1L,2024,10,2024-10-01,11792,20,12
Yogur,Yogur natural,Individual,2024,10,2024-10-01,6571,15,10
Cremas,Crema agria,Tarrina 200g,2024,11,2024-11-01,13168,33,15
Cremas,Crema batida,Spray 250ml,2024,11,2024-11-01,15386,30,16
Cremas,Crema de leche,Cartón 946ml,2024,11,2024-11-01,17895,34,15
Cremas,Queso crema,Tarrina 250g,2024,11,2024-11-01,16709,39,16
Leche,Bebidas lácteas,Botella 1L,2024,11,2024-11-01,2633,5,5
Leche,Bebidas lácteas,Botella 500ml,2024,11,2024-11-01,7300,12,8
Leche,Leche condensada,Lata 397g,2024,11,2024-11-01,8235,15,9
Leche,Leche descremada,Individual,2024,11,2024-11-01,4270,10,7
Leche,Leche descremada,Litro,2024,11,2024-11-01,4738,10,8
Leche,Leche deslactosada,Individual,2024,11,2024-11-01,2441,5,5
Leche,Leche deslactosada,Litro,2024,11,2024-11-01,2079,5,5
Leche,Leche en polvo,Bolsa 400g,2024,11,2024-11-01,2907,7,6
Leche,Leche en polvo,Bolsa 800g,2024,11,2024-11-01,2763,6,6
Leche,Leche entera,Galón,2024,11,2024-11-01,3696,6,5
Leche,Leche entera,Individual,2024,11,2024-11-01,2123,7,6
Leche,Leche entera,Litro,2024,11,2024-11-01,3261,7,7
Leche,Leche evaporada,Lata 354ml,2024,11,2024-11-01,4398,7,7
Leche,Leche saborizada,Botella 500 ml,2024,11,2024-11-01,4713,8,7
Leche,Leche saborizada,Individual,2024,11,2024-11-01,4762,7,5
Leche,Leche semidescremada,Individual,2024,11,2024-11-01,3302,5,5
Leche,Leche semidescremada,Litro,2024,11,2024-11-01,1438,5,5
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,11,2024-11-01,24013,51,18
Mantequilla,Mantequilla con sal,Paquete 454g,2024,11,2024-11-01,21848,52,18
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,11,2024-11-01,22273,46,18
Otros,Cuajada,Envase 250g,2024,11,2024-11-01,16552,33,16
Otros,Dulce de leche,Frasco 250g,2024,11,2024-11-01,18862,39,18
Otros,Helado,Barra individual,2024,11,2024-11-01,10060,18,12
Otros,Helado,Tarrina 500ml,2024,11,2024-11-01,9964,20,14
Otros,Suero de leche,Botella 1L,2024,11,2024-11-01,15092,33,16
Quesos,Queso azul gorgonzola,Cuña 150g,2024,11,2024-11-01,2072,7,6
Quesos,Queso azul roquefort,Cuña 150g,2024,11,2024-11-01,3338,7,7
Quesos,Queso blanco,Bloque 500g,2024,11,2024-11-01,3512,7,5
Quesos,Queso brie,Cuña 200g,2024,11,2024-11-01,6256,11,9
Quesos,Queso camembert,Cuña 200g,2024,11,2024-11-01,3604,7,6
Quesos,Queso cheddar añejo,Bloque 300g,2024,11,2024-11-01,3133,7,5
Quesos,Queso edam,Bloque 300g,2024,11,2024-11-01,2250,7,7
Quesos,Queso en lonchas,Paquete 200g,2024,11,2024-11-01,2378,6,6
Quesos,Queso gouda,Bloque 300g,2024,11,2024-11-01,4548,8,8
Quesos,Queso gruyere,Bloque 300g,2024,11,2024-11-01,4185,9,8
Quesos,Queso havarti,Bloque 200g,2024,11,2024-11-01,6247,10,7
Quesos,Queso mozzarella,Paquete 200g,2024,11,2024-11-01,6671,17,12
Quesos,Queso para untar,Tarrina 250g,2024,11,2024-11-01,3759,8,7
Quesos,Queso parmesano,Rallado 150g,2024,11,2024-11-01,3065,6,5
Quesos,Queso ricota,Envase 250g,2024,11,2024-11-01,7654,13,9
Yogur,Kumis,Botella 1L,2024,11,2024-11-01,13586,31,14
Yogur,Yogur con frutas,Individual,2024,11,2024-11-01,17927,37,16
Yogur,Yogur griego,Individual,2024,11,2024-11-01,22614,45,17
Yogur,Yogur natural,Familiar 1L,2024,11,2024-11-01,7655,16,11
Yogur,Yogur natural,Individual,2024,11,2024-11-01,4246,12,11
Cremas,Crema agria,Tarrina 200g,2024,12,2024-12-01,16416,34,17
Cremas,Crema batida,Spray 250ml,2024,12,2024-12-01,17171,36,17
Cremas,Crema de leche,Cartón 946ml,2024,12,2024-12-01,18130,41,18
Cremas,Queso crema,Tarrina 250g,2024,12,2024-12-01,13523,28,14
Leche,Bebidas lácteas,Botella 1L,2024,12,2024-12-01,4167,7,7
Leche,Bebidas lácteas,Botella 500ml,2024,12,2024-12-01,2196,5,3
Leche,Leche condensada,Lata 397g,2024,12,2024-12-01,8596,16,14
Leche,Leche descremada,Individual,2024,12,2024-12-01,3734,5,5
Leche,Leche descremada,Litro,2024,12,2024-12-01,2988,6,4
Leche,Leche deslactosada,Individual,2024,12,2024-12-01,1509,3,3
Leche,Leche deslactosada,Litro,2024,12,2024-12-01,3516,7,7
Leche,Leche en polvo,Bolsa 400g,2024,12,2024-12-01,2544,6,5
Leche,Leche en polvo,Bolsa 800g,2024,12,2024-12-01,809,3,2
Leche,Leche entera,Galón,2024,12,2024-12-01,2269,3,3
Leche,Leche entera,Individual,2024,12,2024-12-01,3791,7,6
Leche,Leche entera,Litro,2024,12,2024-12-01,2841,6,5
Leche,Leche evaporada,Lata 354ml,2024,12,2024-12-01,3136,7,6
Leche,Leche saborizada,Botella 500 ml,2024,12,2024-12-01,7083,16,13
Leche,Leche saborizada,Individual,2024,12,2024-12-01,3158,7,6
Leche,Leche semidescremada,Individual,2024,12,2024-12-01,1790,4,3
Leche,Leche semidescremada,Litro,2024,12,2024-12-01,4175,9,8
Mantequilla,Mantequilla clarificada (ghee),Frasco 300ml,2024,12,2024-12-01,20264,42,18
Mantequilla,Mantequilla con sal,Paquete 454g,2024,12,2024-12-01,16556,40,16
Mantequilla,Mantequilla sin sal,Paquete 454g,2024,12,2024-12-01,28234,51,20
Otros,Cuajada,Envase 250g,2024,12,2024-12-01,14867,28,16
Otros,Dulce de leche,Frasco 250g,2024,12,2024-12-01,19784,41,18
Otros,Helado,Barra individual,2024,12,2024-12-01,7764,11,9
Otros,Helado,Tarrina 500ml,2024,12,2024-12-01,8192,17,12
Otros,Suero de leche,Botella 1L,2024,12,2024-12-01,25712,45,19
Quesos,Queso azul gorgonzola,Cuña 150g,2024,12,2024-12-01,2081,7,7
Quesos,Queso azul roquefort,Cuña 150g,2024,12,2024-12-01,2859,8,6
Quesos,Queso blanco,Bloque 500g,2024,12,2024-12-01,2746,7,3
Quesos,Queso brie,Cuña 200g,2024,12,2024-12-01,2839,8,7
Quesos,Queso camembert,Cuña 200g,2024,12,2024-12-01,3165,6,5
Quesos,Queso cheddar añejo,Bloque 300g,2024,12,2024-12-01,6235,13,10
Quesos,Queso edam,Bloque 300g,2024,12,2024-12-01,5456,12,9
Quesos,Queso en lonchas,Paquete 200g,2024,12,2024-12-01,3932,10,9
Quesos,Queso gouda,Bloque 300g,2024,12,2024-12-01,4734,8,6
Quesos,Queso gruyere,Bloque 300g,2024,12,2024-12-01,3398,8,7
Quesos,Queso havarti,Bloque 200g,2024,12,2024-12-01,2880,5,4
Quesos,Queso mozzarella,Paquete 200g,2024,12,2024-12-01,5414,12,7
Quesos,Queso para untar,Tarrina 250g,2024,12,2024-12-01,3912,9,7
Quesos,Queso parmesano,Rallado 150g,2024,12,2024-12-01,3200,5,4
Quesos,Queso ricota,Envase 250g,2024,12,2024-12-01,5232,8,7
Yogur,Kumis,Botella 1L,2024,12,2024-12-01,18523,35,17
Yogur,Yogur con frutas,Individual,2024,12,2024-12-01,13450,29,13
Yogur,Yogur griego,Individual,2024,12,2024-12-01,13346,26,15
Yogur,Yogur natural,Familiar 1L,2024,12,2024-12-01,5750,11,10
Yogur,Yogur natural,Individual,2024,12,2024-12-01,9524,19,13
